"","word","n"
"360","şahıs",31
"361","y",31
"362","yerden",31
"363","yönden",31
"364","aracından",30
"365","belirtildi",30
"366","bulvarı",30
"367","cadde",30
"368","çarptıktan",30
"369","darp",30
"370","direğine",30
"371","günü",30
"372","hareket",30
"373","kameralarına",30
"374","kavşağında",30
"375","kenarındaki",30
"376","kız",30
"377","maddi",30
"378","mevkiinde",30
"379","nün",30
"380","olayın",30
"381","önünde",30
"382","şoka",30
"383","sonrasında",30
"384","üzerinden",30
"385","06",29
"386","1",29
"387","adli",29
"388","araçların",29
"389","cezai",29
"390","dha",29
"391","kaldırılarak",29
"392","kıza",29
"393","sayıda",29
"394","şikayetçi",29
"395","şüpheli",29
"396","alt",28
"397","aniden",28
"398","belirlenen",28
"399","etmek",28
"400","ifadesi",28
"401","i̇lçe",28
"402","i̇zmir",28
"403","kaldırılan",28
"404","kontrolünü",28
"405","marka",28
"406","müdahale",28
"407","nevşehir",28
"408","sırasında",28
"409","yitirdi",28
"410","zaman",28
"411","çağrı",27
"412","etmeye",27
"413","giren",27
"414","ilişkin",27
"415","kurtuldu",27
"416","müdahalenin",27
"417","salihli",27
"418","sosyal",27
"419","üniversitesi",27
"420","verildi",27
"421","yoluna",27
"422","an",26
"423","çarpışmanın",26
"424","diyerek",26
"425","eğitim",26
"426","görünce",26
"427","hakkında",26
"428","halde",26
"429","inerek",26
"430","kontrol",26
"431","kullanmak",26
"432","önündeki",26
"433","polisler",26
"434","trafiği",26
"435","yaşandı",26
"436","alınmak",25
"437","arkasında",25
"438","ateş",25
"439","badıllı",25
"440","durabildi",25
"441","durdurdu",25
"442","ilçesine",25
"443","ilerleyen",25
"444","kaydedildi",25
"445","kemeri",25
"446","krizi",25
"447","kullanmaktan",25
"448","maktulün",25
"449","noktasında",25
"450","öğrenilemeyen",25
"451","olayda",25
"452","şeride",25
"453","ses",25
"454","sürücüler",25
"455","taburcu",25
"456","yi",25
"457","zarar",25
"458","atarak",24
"459","eseri",24
"460","geri",24
"461","ışık",24
"462","kalan",24
"463","kaldı",24
"464","karşıya",24
"465","polise",24
"466","şans",24
"467","su",24
"468","sürüyor",24
"469","yasemin",24
"470","alarak",23
"471","b",23
"472","basınca",23
"473","ç",23
"474","dikkat",23
"475","gün",23
"476","hale",23
"477","has",23
"478","hastanesi",23
"479","kurtardı",23
"480","otoparka",23
"481","s",23
"482","sağ",23
"483","şeritten",23
"484","şube",23
"485","tartışma",23
"486","tehlikeye",23
"487","uygulandı",23
"488","yanına",23
"489","yaşlı",23
"490","100",22
"491","aydınlatma",22
"492","boş",22
"493","çarpıp",22
"494","e.ş",22
"495","görüntü",22
"496","gözyaşlarına",22
"497","gül",22
"498","haziran",22
"499","ikna",22
"500","kadını",22
"501","kara",22
"502","kazasında",22
"503","kilometre",22
"504","morguna",22
"505","müdahalelere",22
"506","sabah",22
"507","saldırdı",22
"508","savrularak",22
"509","tedavisinin",22
"510","yerde",22
"511","zeynep",22
"512","ay",21
"513","aydın",21
"514","çıkarıldı",21
"515","emel",21
"516","ereğli",21
"517","iddiaya",21
"518","i̇ha",21
"519","kaldırımda",21
"520","kenarında",21
"521","kısıtlamasını",21
"522","korna",21
"523","kullanan",21
"524","osman",21
"525","polisleri",21
"526","refüje",21
"527","sahibi",21
"528","şehir",21
"529","servis",21
"530","şoför",21
"531","tekrar",21
"532","yoğun",21
"533","26",20
"534","8",20
"535","abi",20
"536","araba",20
"537","aracında",20
"538","arzu",20
"539","ayakta",20
"540","basan",20
"541","belediye",20
"542","cumhuriyet",20
"543","duran",20
"544","g",20
"545","halil",20
"546","kesildi",20
"547","kimliği",20
"548","konuştu",20
"549","ortaya",20
"550","sanığın",20
"551","şokunu",20
"552","sonucunda",20
"553","sürücüsüne",20
"554","tir",20
"555","uçhisar",20
"556","verme",20
"557","yaralıları",20
"558","yaşadığı",20
"559","yaşar",20
"560","17",19
"561","21",19
"562","adana'da",19
"563","alınarak",19
"564","çıkarılan",19
"565","düştü",19
"566","edilmek",19
"567","fırlayan",19
"568","geçiren",19
"569","görüntülendi",19
"570","hız",19
"571","kalp",19
"572","otobüsü",19
"573","özel",19
"574","şerit",19
"575","şok",19
"576","sokak",19
"577","sürdüğü",19
"578","süren",19
"579","tır",19
"580","ulaşan",19
"581","vurdu",19
"582","yaralanırken",19
"583","yolcular",19
"584","yolunda",19
"585","23",18
"586","30",18
"587","9",18
"588","a.d",18
"589","adamın",18
"590","aksaray",18
"591","aşağı",18
"592","bisiklet",18
"593","bornova",18
"594","çekti",18
"595","denetleme",18
"596","geçmeye",18
"597","görenler",18
"598","i̇lk",18
"599","kaldırıldığı",18
"600","kanalına",18
"601","karışan",18
"602","kavga",18
"603","kavşakta",18
"604","mustafa",18
"605","oluştu",18
"606","sanık",18
"607","şarampole",18
"608","savrulan",18
"609","savruldu",18
"610","sürücüleri",18
"611","yaralıların",18
"612","yeni",18
"613","yerindeki",18
"614","19",17
"615","adana",17
"616","ağladı",17
"617","antalya",17
"618","antalya'da",17
"619","ara",17
"620","asli",17
"621","bekleyen",17
"622","belirledi",17
"623","belirten",17
"624","belirterek",17
"625","binerek",17
"626","bölgede",17
"627","boyunca",17
"628","çekildi",17
"629","çelik",17
"630","cumhur",17
"631","düşen",17
"632","elektrikli",17
"633","geçti",17
"634","gelirken",17
"635","i̇",17
"636","ifade",17
"637","i̇ki",17
"638","i̇negöl",17
"639","kaldırılırken",17
"640","kamerası",17
"641","kardeşi",17
"642","kavşağı'nda",17
"643","kızı",17
"644","konuldu",17
"645","mahallesinde",17
"646","merkezi",17
"647","öğrenilen",17
"648","olayı",17
"649","ölçüm",17
"650","sol",17
"651","yakalamak",17
"652","yakınlarında",17
"653","yanındaki",17
"654","yansıyan",17
"655","yaparak",17
"656","yıl",17
"657","11",16
"658","67",16
"659","757",16
"660","annesi",16
"661","bahçelievler",16
"662","camını",16
"663","cenazesi",16
"664","çocuğu",16
"665","dakika",16
"666","edildiği",16
"667","ehliyetinin",16
"668","ek",16
"669","erdem",16
"670","eşinin",16
"671","fakültesi",16
"672","feci",16
"673","görevlileri",16
"674","gösterdi",16
"675","götürdü",16
"676","güncellenme",16
"677","hızını",16
"678","i̇tfaiye",16
"679","kanala",16
"680","kocaeli’nin",16
"681","konumunda",16
"682","köprüsü",16
"683","mahallesi’nde",16
"684","medyada",16
"685","meltem",16
"686","memurunun",16
"687","merkezi'ne",16
"688","öğle",16
"689","oturan",16
"690","polislere",16
"691","rapor",16
"692","suçundan",16
"693","sürerek",16
"694","tehlikeli",16
"695","testinde",16
"696","yakın",16
"697","yaşadı",16
"698","37",15
"699","a.k.ç",15
"700","anbean",15
"701","ani",15
"702","aşırı",15
"703","basın",15
"704","devrilen",15
"705","devriye",15
"706","durdurmaya",15
"707","gazeteciye",15
"708","geçerek",15
"709","gelip",15
"710","gökhan",15
"711","görenlerin",15
"712","görüntüleri",15
"713","güçlükle",15
"714","hızlı",15
"715","hurdaya",15
"716","hüseyin",15
"717","isterken",15
"718","itiraz",15
"719","ışıkta",15
"720","kafa",15
"721","kafaya",15
"722","kamera",15
"723","kapsamında",15
"724","karayolunda",15
"725","kent",15
"726","kesti",15
"727","kimlik",15
"728","kızın",15
"729","köpeğe",15
"730","köpeği",15
"731","kurt",15
"732","otomobiline",15
"733","plakası",15
"734","talep",15
"735","te",15
"736","tırın",15
"737","uyruklu",15
"738","üzerindeki",15
"739","verilen",15
"740","yaparken",15
"741","yaptıktan",15
"742","yeşil",15
"743","yönüne",15
"744","zor",15
"745","01",14
"746","18",14
"747","2018",14
"748","28",14
"749","39",14
"750","42",14
"751","açıldı",14
"752","almak",14
"753","anları",14
"754","araçla",14
"755","araçlara",14
"756","araçlarda",14
"757","arkasına",14
"758","bereket",14
"759","boğuldu",14
"760","bugün",14
"761","bursa'da",14
"762","çarpma",14
"763","çarpmamak",14
"764","çıkıp",14
"765","dc",14
"766","durumlarının",14
"767","ekip",14
"768","elektrik",14
"769","ev",14
"770","evin",14
"771","ferhat",14
"772","girdiği",14
"773","giriş",14
"774","görüntüler",14
"775","götürülen",14
"776","içki",14
"777","kaybettiğini",14
"778","kenarına",14
"779","koştu",14
"780","kurtarılamadı",14
"781","kurumu",14
"782","lastiklere",14
"783","mehmet",14
"784","müdahalesi",14
"785","normale",14
"786","olmazken",14
"787","önünü",14
"788","pınar",14
"789","polislerin",14
"790","polisten",14
"791","s.k",14
"792","sürücüsünü",14
"793","tedavilerinin",14
"794","tehdit",14
"795","tutuklandı",14
"796","uzaklaştı",14
"797","vatandaş",14
"798","yakınlarının",14
"799","yalçıner'in",14
"800","yapıldı",14
"801","yeri",14
"802","yerinin",14
"803","22",13
"804","27",13
"805","aday",13
"806","ağabey",13
"807","ambulanslarla",13
"808","araçtaki",13
"809","atlattı",13
"810","ayrıldı",13
"811","bariyere",13
"812","belirtti",13
"813","bildirildi",13
"814","çalan",13
"815","cansız",13
"816","çıkacak",13
"817","çıkardı",13
"818","cuma",13
"819","dakikalarca",13
"820","denetim",13
"821","doktorların",13
"822","duvara",13
"823","e.a",13
"824","ederken",13
"825","erkan",13
"826","etmekten",13
"827","evine",13
"828","fatma",13
"829","fazla",13
"830","gaz",13
"831","geçirdi",13
"832","hapis",13
"833","ihbarıyla",13
"834","i̇l",13
"835","ilginç",13
"836","incelemesinin",13
"837","indi",13
"838","i̇zmit",13
"839","kalktı",13
"840","kanalda",13
"841","kişinin",13
"842","kıl",13
"843","metrelerce",13
"844","motosiklete",13
"845","nın",13
"846","ölümden",13
"847","orta",13
"848","otobüsün",13
"849","otopsi",13
"850","payı",13
"851","recep",13
"852","serbest",13
"853","trafikten",13
"854","tutanak",13
"855","vermesi",13
"856","vinç",13
"857","virajı",13
"858","yabancı",13
"859","yakalanan",13
"860","yaşayan",13
"861","110",12
"862","14",12
"863","24",12
"864","43",12
"865","55",12
"866","81",12
"867","adet",12
"868","akat",12
"869","alınırken",12
"870","alkolmetre",12
"871","amirliği",12
"872","arabanın",12
"873","arabaya",12
"874","araçları",12
"875","atatürk",12
"876","avukatı",12
"877","ayşe",12
"878","baş",12
"879","bastı",12
"880","bay",12
"881","bedeni",12
"882","bekçi",12
"883","bekçisi",12
"884","belgesi",12
"885","belirlenemeyen",12
"886","bereket'in",12
"887","bilgi",12
"888","birbirine",12
"889","bulunduğunu",12
"890","bulvarı'nda",12
"891","çıktığı",12
"892","demir",12
"893","dikkate",12
"894","direnen",12
"895","dışarı",12
"896","doğrultusunda",12
"897","duman",12
"898","edip",12
"899","ehliyet",12
"900","ezmeye",12
"901","gazipaşa",12
"902","girişinde",12
"903","görüntüleyen",12
"904","gümüş",12
"905","gümüş'ün",12
"906","hala",12
"907","hatalı",12
"908","içerisinden",12
"909","kaçtığı",12
"910","kamyonet",12
"911","kesilen",12
"912","kontrolünden",12
"913","köpeğin",12
"914","korku",12
"915","müdürlüğü'ne",12
"916","nebi",12
"917","olurken",12
"918","osmangazi",12
"919","poz",12
"920","rapora",12
"921","savcının",12
"922","şiddetiyle",12
"923","sokakta",12
"924","sürdü",12
"925","sürücüden",12
"926","tali",12
"927","temmuz",12
"928","toplam",12
"929","van",12
"930","veren",12
"931","yakınları",12
"932","yaralılardan",12
"933","yavru",12
"934","yü",12
"935","z.a",12
"936","zincirleme",12
"937","31",11
"938","67,5",11
"939","74",11
"940","ağaca",11
"941","akaryakıt",11
"942","amaçlı",11
"943","anında",11
"944","arama",11
"945","arka",11
"946","arkadaşının",11
"947","bafra",11
"948","başında",11
"949","başlayan",11
"950","bilal",11
"951","çalışmalarda",11
"952","çalıştığı",11
"953","çarşamba",11
"954","destek",11
"955","dilek",11
"956","duru",11
"957","duruma",11
"958","durumun",11
"959","duvarına",11
"960","düzeyde",11
"961","ezdi",11
"962","gazetecilere",11
"963","geçtiğimiz",11
"964","geriye",11
"965","girerek",11
"966","güney",11
"967","güvenliğini",11
"968","hacı",11
"969","hakaretler",11
"970","hâkimiyetini",11
"971","hanım",11
"972","harekete",11
"973","i̇brahim",11
"974","ihbar",11
"975","ihtarında",11
"976","kabul",11
"977","kameralara",11
"978","kamerasınca",11
"979","kamerasıyla",11
"980","kapalı",11
"981","karşısında",11
"982","kilometrelik",11
"983","konya",11
"984","köpek",11
"985","kurtarıldı",11
"986","m.a",11
"987","mahkemece",11
"988","memurlarına",11
"989","men",11
"990","mikseri",11
"991","minibüs",11
"992","of",11
"993","öfkeli",11
"994","olaydan",11
"995","ölüme",11
"996","öne",11
"997","ortasında",11
"998","page",11
"999","panik",11
"1000","pazar",11
"1001","raporu",11
"1002","sakinleştirildi",11
"1003","seyhan",11
"1004","sinan",11
"1005","sıkıştırdı",11
"1006","şükrü",11
"1007","sürekli",11
"1008","sürücülere",11
"1009","sürülen",11
"1010","taksirle",11
"1011","tem",11
"1012","traktörün",11
"1013","tramvayların",11
"1014","uymamak",11
"1015","uymayıp",11
"1016","verilerek",11
"1017","verilmesi",11
"1018","yalova",11
"1019","yardımına",11
"1020","yayaya",11
"1021","yeterince",11
"1022","yönde",11
"1023","zorunda",11
"1024","zübeyde",11
"1025","02",10
"1026","03",10
"1027","13",10
"1028","38",10
"1029","41",10
"1030","47",10
"1031","5934",10
"1032","68",10
"1033","7",10
"1034","açılan",10
"1035","aldığı",10
"1036","arabasına",10
"1037","arkasındaki",10
"1038","attığı",10
"1039","aynur",10
"1040","belediyesi",10
"1041","bilirkişi",10
"1042","büro",10
"1043","çarpıyor",10
"1044","çıkarıldığı",10
"1045","çöp",10
"1046","denetlendi",10
"1047","deniz",10
"1048","dolu",10
"1049","dönerken",10
"1050","dönüş",10
"1051","dr",10
"1052","durdurup",10
"1053","edilirken",10
"1054","ekibinin",10
"1055","ekiplerin",10
"1056","elinden",10
"1057","esasa",10
"1058","ettim",10
"1059","gazetesi",10
"1060","geçerken",10
"1061","geçtiği",10
"1062","gitmekte",10
"1063","gitti",10
"1064","görevli",10
"1065","gözyaşı",10
"1066","güzergah",10
"1067","h.h.b",10
"1068","hava",10
"1069","içi",10
"1070","idari",10
"1071","ifadesinde",10
"1072","ileriye",10
"1073","i̇nönü",10
"1074","işlemlerinin",10
"1075","kameraları",10
"1076","kameraya",10
"1077","karakola",10
"1078","karıştığı",10
"1079","kavşaktan",10
"1080","kazası",10
"1081","kediyi",10
"1082","kısıtlaması",10
"1083","kontrolsüz",10
"1084","kurtarılamayarak",10
"1085","kurtarmak",10
"1086","levye",10
"1087","maktul",10
"1088","manavgat",10
"1089","manevra",10
"1090","medya",10
"1091","mevkisinde",10
"1092","nevşehir'de",10
"1093","nevşehir’de",10
"1094","oğlu",10
"1095","olmadığını",10
"1096","önlemi",10
"1097","otobüsünün",10
"1098","şahsı",10
"1099","sakinleştirmeye",10
"1100","savunma",10
"1101","sıkıştı",10
"1102","sıkıştığı",10
"1103","şoförünün",10
"1104","sokak'ta",10
"1105","sultan",10
"1106","taraftan",10
"1107","tartışmaya",10
"1108","tesla",10
"1109","tokat",10
"1110","üflememek",10
"1111","uğradığını",10
"1112","ümit",10
"1113","uzaklaşan",10
"1114","yapması",10
"1115","yardıma",10
"1116","yavaş",10
"1117","yayalara",10
"1118","yiğit",10
"1119","yıla",10
"1120","yıldırım",10
"1121","yoldaki",10
"1122","yolunun",10
"1123","yönünde",10
"1124","zonguldak’ın",10
"1125","134",9
"1126","2.93",9
"1127","25",9
"1128","56",9
"1129","61",9
"1130","a.s",9
"1131","akça",9
"1132","apartman",9
"1133","aracılığıyla",9
"1134","atlatan",9
"1135","aybüke",9
"1136","bakırköy",9
"1137","başarılı",9
"1138","bayan",9
"1139","belirsiz",9
"1140","biber",9
"1141","çaba",9
"1142","çağrılan",9
"1143","çekilirken",9
"1144","çevrede",9
"1145","cip",9
"1146","cipin",9
"1147","çocuğun",9
"1148","demokrasi",9
"1149","durduruldu",9
"1150","edilerek",9
"1151","ekiplere",9
"1152","eskişehir",9
"1153","et",9
"1154","etkisi",9
"1155","eylül",9
"1156","eyüp",9
"1157","eyüpsultan",9
"1158","gazi",9
"1159","gebze'de",9
"1160","gerekçesiyle",9
"1161","gördü",9
"1162","görülüyor",9
"1163","gösteren",9
"1164","götürülürken",9
"1165","gulcalı",9
"1166","halk",9
"1167","hasarlı",9
"1168","haz",9
"1169","i",9
"1170","içeriye",9
"1171","i̇htisas",9
"1172","ihtiyaç",9
"1173","inmek",9
"1174","iterek",9
"1175","kadınlar",9
"1176","kaldırılmasının",9
"1177","kam",9
"1178","kamerada",9
"1179","kişiye",9
"1180","kişiyi",9
"1181","kocaeli",9
"1182","kontrolü",9
"1183","konusunda",9
"1184","koşan",9
"1185","kullanılamaz",9
"1186","kural",9
"1187","mahkeme",9
"1188","melek",9
"1189","merve",9
"1190","mısın",9
"1191","motor",9
"1192","motorlu",9
"1193","müdahalesine",9
"1194","müdahalesini",9
"1195","murat",9
"1196","nurhayat",9
"1197","ocak",9
"1198","olamadı",9
"1199","olma",9
"1200","önceki",9
"1201","öndeki",9
"1202","orhangazi",9
"1203","otomobilinin",9
"1204","perşembe",9
"1205","poli̇s",9
"1206","sabri",9
"1207","saç",9
"1208","sayılı",9
"1209","sebep",9
"1210","şehrinde",9
"1211","sinir",9
"1212","şoförün",9
"1213","söke",9
"1214","sulama",9
"1215","sularında",9
"1216","sürükledi",9
"1217","sürüklenen",9
"1218","takılan",9
"1219","tarlaya",9
"1220","telefonuyla",9
"1221","test",9
"1222","ünal",9
"1223","üsküdar",9
"1224","vererek",9
"1225","yaralandığını",9
"1226","yitirmesi",9
"1227","yılmaz",9
"1228","yürüyüş",9
"1229","zeliha",9
"1230","02.30",8
"1231","108",8
"1232","2019",8
"1233","256",8
"1234","29",8
"1235","33",8
"1236","501",8
"1237","58",8
"1238","adamı",8
"1239","adıyaman",8
"1240","akif",8
"1241","alev",8
"1242","alışveriş",8
"1243","ambulansta",8
"1244","anlattı",8
"1245","anlı",8
"1246","anne",8
"1247","antalya'nın",8
"1248","arabada",8
"1249","araçlarından",8
"1250","asayiş",8
"1251","at",8
"1252","baz",8
"1253","be",8
"1254","bebeği",8
"1255","bildirilmesi",8
"1256","binen",8
"1257","binip",8
"1258","birinin",8
"1259","bolvadin",8
"1260","bünyamin",8
"1261","bursa",8
"1262","bursa'nın",8
"1263","cafer",8
"1264","çalışmaları",8
"1265","çalışması",8
"1266","camdan",8
"1267","camı",8
"1268","canan",8
"1269","çarpıştığı",8
"1270","çekiciyle",8
"1271","çiğdem",8
"1272","dışarıya",8
"1273","döktü",8
"1274","drift",8
"1275","düşerek",8
"1276","ekiplerini",8
"1277","emine",8
"1278","erenkul",8
"1279","eve",8
"1280","fırladı",8
"1281","geç",8
"1282","geçirdiği",8
"1283","geçiş",8
"1284","gönderildi",8
"1285","güven",8
"1286","güzergahta",8
"1287","h.k.s",8
"1288","haberler",8
"1289","halatlara",8
"1290","hastanelere",8
"1291","hatice",8
"1292","içindeki",8
"1293","ileri",8
"1294","incelemede",8
"1295","inip",8
"1296","işlemler",8
"1297","işlemleri",8
"1298","i̇smail",8
"1299","istemiyle",8
"1300","istikametinde",8
"1301","izin",8
"1302","ısrarla",8
"1303","kaçarken",8
"1304","kalmaktan",8
"1305","karayolunun",8
"1306","kemal",8
"1307","kimsenin",8
"1308","kırarak",8
"1309","kırıklar",8
"1310","koca",8
"1311","konulduğu",8
"1312","kovan",8
"1313","köyü",8
"1314","küfürler",8
"1315","kurtulan",8
"1316","kurtulduğu",8
"1317","kuşadası",8
"1318","lz583",8
"1319","merkeze",8
"1320","meşrutiyet",8
"1321","michael",8
"1322","minibüsün",8
"1323","motosikletin",8
"1324","muayenesi",8
"1325","noktasına",8
"1326","ödemiş",8
"1327","okuyan",8
"1328","olaya",8
"1329","ölçümü",8
"1330","ölümüne",8
"1331","otomobilini",8
"1332","özer",8
"1333","paraları",8
"1334","psikolojik",8
"1335","sahip",8
"1336","şahsın",8
"1337","saldıran",8
"1338","sanayi",8
"1339","sapanca",8
"1340","şişesi",8
"1341","sistemi",8
"1342","sıyrıklarla",8
"1343","sokak’ta",8
"1344","söyleyen",8
"1345","süratli",8
"1346","talihsiz",8
"1347","tekme",8
"1348","telefon",8
"1349","testte",8
"1350","tir'a",8
"1351","tramvay",8
"1352","uçan",8
"1353","ümmühan",8
"1354","uygulamada",8
"1355","uyuşturucu",8
"1356","uzunkum",8
"1357","verdiği",8
"1358","vi̇deo",8
"1359","yana",8
"1360","yanyol",8
"1361","yapınca",8
"1362","yaralandığı",8
"1363","yardımcı",8
"1364","yasağını",8
"1365","yaşandığı",8
"1366","yaşattı",8
"1367","yatan",8
"1368","yönelik",8
"1369","yükseklikten",8
"1370","yunus",8
"1371","yuvarlandı",8
"1372","104",7
"1373","150",7
"1374","19.00",7
"1375","23.30",7
"1376","32",7
"1377","48",7
"1378","680",7
"1379","70",7
"1380","acemi",7
