"","word","n"
"295","çarpıyor",5
"296","çıkarak",5
"297","çıkma",5
"298","denetleme",5
"299","dikkat",5
"300","durdurup",5
"301","esnada",5
"302","etmek",5
"303","etmeye",5
"304","fatih",5
"305","geldiği",5
"306","gösterdi",5
"307","gözüne",5
"308","gül",5
"309","haberi",5
"310","halde",5
"311","i̇brahim",5
"312","ihlal",5
"313","i̇ki",5
"314","ikna",5
"315","ilçesinde",5
"316","ilerleyen",5
"317","i̇nönü",5
"318","işlem",5
"319","kadını",5
"320","karıştığı",5
"321","kaydedildi",5
"322","kazaya",5
"323","kazayı",5
"324","kişi",5
"325","kontrolde",5
"326","kontrolden",5
"327","kullanmak",5
"328","kusurlu",5
"329","kutusuna",5
"330","levye",5
"331","merkez",5
"332","müdahalesinin",5
"333","müdürlüğü",5
"334","ö",5
"335","olmazken",5
"336","ön",5
"337","oturan",5
"338","oturdu",5
"339","polise",5
"340","polisler",5
"341","rukiye",5
"342","saça",5
"343","şahıs",5
"344","şeride",5
"345","şube",5
"346","sürede",5
"347","sürerek",5
"348","takla",5
"349","tekme",5
"350","telefon",5
"351","tir",5
"352","tokat",5
"353","tutuklandı",5
"354","verdi",5
"355","verildi",5
"356","yaşadı",5
"357","yaşanan",5
"358","yaşayan",5
"359","yere",5
"360","yolda",5
"361","004",4
"362","09",4
"363","1",4
"364","10",4
"365","20",4
"366","74",4
"367","acil",4
"368","adam",4
"369","adli",4
"370","alarak",4
"371","arabamı",4
"372","araçtaki",4
"373","arkada",4
"374","bağırdı",4
"375","bayan",4
"376","belirlenen",4
"377","bölgede",4
"378","bölgeye",4
"379","bulundu",4
"380","çalışan",4
"381","çarpma",4
"382","çarpmamak",4
"383","çarpmanın",4
"384","çekti",4
"385","cip",4
"386","çocuğu",4
"387","d",4
"388","davranışı",4
"389","dün",4
"390","durumunun",4
"391","edilen",4
"392","ehliyet",4
"393","etmiş",4
"394","feci",4
"395","geçerek",4
"396","geçidinden",4
"397","geri",4
"398","girişinde",4
"399","gitmekte",4
"400","gittim",4
"401","görüntülerde",4
"402","götürdü",4
"403","gözyaşı",4
"404","h.s",4
"405","hale",4
"406","hatalı",4
"407","hell",4
"408","hemen",4
"409","içinde",4
"410","ifade",4
"411","i̇ha",4
"412","inceleme",4
"413","izin",4
"414","ışıkta",4
"415","kaçmaya",4
"416","kahramanoğlu",4
"417","kameraları",4
"418","karıştı",4
"419","kavşaktan",4
"420","kaya",4
"421","kaybederek",4
"422","konuşan",4
"423","konuştu",4
"424","korkunç",4
"425","kt",4
"426","küçük",4
"427","kurtulan",4
"428","lok",4
"429","memurunun",4
"430","men",4
"431","merkezine",4
"432","metrelerce",4
"433","motosiklete",4
"434","münevver",4
"435","nün",4
"436","öğrenildi",4
"437","olmadan",4
"438","orhangazi",4
"439","ortaya",4
"440","otomobiline",4
"441","panik",4
"442","pazar",4
"443","peşinden",4
"444","polisi",4
"445","polisin",4
"446","polisleri",4
"447","şişli",4
"448","soruşturma",4
"449","taksi",4
"450","teslime",4
"451","the",4
"452","tıp",4
"453","trafiğin",4
"454","trafikten",4
"455","üflemek",4
"456","uzaklaştı",4
"457","üzerindeki",4
"458","uzunkum",4
"459","veri",4
"460","verme",4
"461","what",4
"462","yaparak",4
"463","yazılan",4
"464","ye",4
"465","yerindeki",4
"466","yeşil",4
"467","yolun",4
"468","100",3
"469","11",3
"470","120",3
"471","227",3
"472","adamın",3
"473","adliye",3
"474","adliyede",3
"475","ağır",3
"476","akat'ın",3
"477","akat’ın",3
"478","alıp",3
"479","alkolmetre",3
"480","alkolmetreye",3
"481","almaya",3
"482","ambulanslarla",3
"483","anı",3
"484","antalya",3
"485","apartmanın",3
"486","araba",3
"487","arabamın",3
"488","arabanın",3
"489","arabayı",3
"490","araçla",3
"491","araçlarından",3
"492","araçlarını",3
"493","arkadaki",3
"494","arkadaşını",3
"495","asli",3
"496","atlatmaya",3
"497","başa",3
"498","başlatıldı",3
"499","belgesi",3
"500","belirlenemeyen",3
"501","belirten",3
"502","bende",3
"503","binen",3
"504","birbirine",3
"505","bizleri",3
"506","bırakıldı",3
"507","bostancı'da",3
"508","bugün",3
"509","bülbül",3
"510","bulunuyor",3
"511","bununla",3
"512","bursa'da",3
"513","cadde",3
"514","caddesi'nde",3
"515","çaldı",3
"516","çalışma",3
"517","çalıştığı",3
"518","camı",3
"519","camını",3
"520","çarpması",3
"521","civelek'in",3
"522","çıkardı",3
"523","çıktığını",3
"524","davetiye",3
"525","demesi",3
"526","diyerek",3
"527","döken",3
"528","döndü",3
"529","durdurdu",3
"530","durmadı",3
"531","durmayarak",3
"532","düşerek",3
"533","eda",3
"534","ederken",3
"535","edildiği",3
"536","ehliyetine",3
"537","ekibinin",3
"538","ekim",3
"539","ekipler",3
"540","ekiplere",3
"541","erdem'in",3
"542","erie",3
"543","eşinin",3
"544","fark",3
"545","fehmi",3
"546","fırsat",3
"547","gaz",3
"548","gece",3
"549","geçiren",3
"550","geçmek",3
"551","gelerek",3
"552","gelmesi",3
"553","gerekiyor",3
"554","giden",3
"555","girerken",3
"556","giriş",3
"557","gitmek",3
"558","gördü",3
"559","görünce",3
"560","görüntü",3
"561","götürüldü",3
"562","gün",3
"563","haberlerin",3
"564","harbiye'de",3
"565","hasarlı",3
"566","hastanesi'ne",3
"567","hava",3
"568","içinden",3
"569","ilçesine",3
"570","inerken",3
"571","işlemini",3
"572","istikametinde",3
"573","istiyoruz",3
"574","ışıklarında",3
"575","kaçtı",3
"576","kadına",3
"577","kadınlara",3
"578","kadınları",3
"579","kaldı",3
"580","kamyoncu",3
"581","kapı",3
"582","kapısına",3
"583","kapıyı",3
"584","kaput",3
"585","karşısına",3
"586","karşıya",3
"587","kask",3
"588","katına",3
"589","kayıplara",3
"590","kazasında",3
"591","kesildi",3
"592","kesti",3
"593","kestirdiği",3
"594","kızı",3
"595","kocaeli",3
"596","kontrolünden",3
"597","köpeğe",3
"598","köprüsü",3
"599","kornaya",3
"600","koşan",3
"601","koştu",3
"602","kurtarılamadı",3
"603","lüks",3
"604","mahallesi'nde",3
"605","mahallesinde",3
"606","manavgat",3
"607","mesafeden",3
"608","motosikletliye",3
"609","müdahale",3
"610","müdahalelere",3
"611","müdürlüğü'ne",3
"612","nazilli",3
"613","nöbetçi",3
"614","öfkeli",3
"615","oğluna",3
"616","oğluyla",3
"617","olayda",3
"618","olayla",3
"619","ölen",3
"620","ölüme",3
"621","otomobile",3
"622","oynayan",3
"623","polislerin",3
"624","raporda",3
"625","sabah",3
"626","sağ",3
"627","saldırdığı",3
"628","samet",3
"629","saniyeler",3
"630","sarılarak",3
"631","şaşkın",3
"632","sayıda",3
"633","şelale",3
"634","serbest",3
"635","seyahat",3
"636","şişli'de",3
"637","sıkıştırdı",3
"638","sorumlu",3
"639","sosyal",3
"640","sulh",3
"641","süratli",3
"642","süren",3
"643","tcb",3
"644","tedavi",3
"645","tehdit",3
"646","tepkisi",3
"647","ters",3
"648","teskin",3
"649","toprağa",3
"650","trafiği",3
"651","tuğrul",3
"652","tutanak",3
"653","uzaklaşan",3
"654","uzaklaşmak",3
"655","uzaktan",3
"656","varmış",3
"657","yakalamak",3
"658","yakın",3
"659","yakınları",3
"660","yakınlarının",3
"661","yapaş",3
"662","yapması",3
"663","yaralı",3
"664","yardım",3
"665","yardıma",3
"666","yardımıyla",3
"667","yaşadığı",3
"668","yaşamını",3
"669","yer",3
"670","yoldan",3
"671","yönde",3
"672","yönden",3
"673","zarar",3
"674","zeynep",3
"675","06",2
"676","15",2
"677","150",2
"678","18",2
"679","1995",2
"680","2,02",2
"681","2.09",2
"682","213",2
"683","23",2
"684","24",2
"685","256",2
"686","340",2
"687","3613",2
"688","3642",2
"689","41",2
"690","42",2
"691","45",2
"692","6",2
"693","8",2
"694","872",2
"695","90",2
"696","aa",2
"697","acılı",2
"698","adama",2
"699","adana",2
"700","adliyeye",2
"701","ağabey",2
"702","ağlattı",2
"703","ailesi",2
"704","ajans",2
"705","ajanslar",2
"706","ajanstır",2
"707","akça'nın",2
"708","akça'ya",2
"709","akraba",2
"710","akrabasının",2
"711","aktarılan",2
"712","alana",2
"713","aldım",2
"714","alındı",2
"715","alır",2
"716","alkol",2
"717","alkolün",2
"718","allah",2
"719","amcam",2
"720","anadolu",2
"721","anlam",2
"722","anlarda",2
"723","anlattı",2
"724","annesi",2
"725","apv",2
"726","arabada",2
"727","arabama",2
"728","arabası",2
"729","arabasına",2
"730","arabasından",2
"731","arabasını",2
"732","aracımın",2
"733","aracımızın",2
"734","aracımızla",2
"735","araçlara",2
"736","araçları",2
"737","araya",2
"738","arkadaşının",2
"739","arkamda",2
"740","arkamdan",2
"741","arkasına",2
"742","artık'ı",2
"743","artık'ın",2
"744","asaroğlu",2
"745","aşırı",2
"746","atarak",2
"747","atça",2
"748","atladım",2
"749","atlattı",2
"750","atmaya",2
"751","ay",2
"752","ayakta",2
"753","aydin",2
"754","ayıp",2
"755","ayırdı",2
"756","bağlayarak",2
"757","bahane",2
"758","bakıp",2
"759","bakışlar",2
"760","bakıyordum",2
"761","baktım",2
"762","basan",2
"763","başarılı",2
"764","başında",2
"765","başınıza",2
"766","bastonuyla",2
"767","bayağı",2
"768","be",2
"769","beklerken",2
"770","bekleyen",2
"771","belgesini",2
"772","belirlendi",2
"773","belirterek",2
"774","belliydi",2
"775","beraber",2
"776","beylikdüzü",2
"777","bildirdi",2
"778","bildirildi",2
"779","bilen",2
"780","bilgi",2
"781","bilgilere",2
"782","bilinmeyen",2
"783","bilirkişi",2
"784","bina",2
"785","bindi",2
"786","binerek",2
"787","binerken",2
"788","biniyor",2
"789","binlerce",2
"790","birbirlerine",2
"791","boğulan",2
"792","borularına",2
"793","bulunduğu",2
"794","bulunmasını",2
"795","bulvarı'nda",2
"796","buraya",2
"797","çaba",2
"798","çabası",2
"799","çalan",2
"800","çalışmaların",2
"801","çalıştırdı",2
"802","çalıştırıp",2
"803","can'ın",2
"804","çarpıp",2
"805","çarptıktan",2
"806","çarşamba",2
"807","çekerek",2
"808","çekici",2
"809","çekip",2
"810","cemiyetine",2
"811","cipin",2
"812","civelek",2
"813","çıkamadı",2
"814","çıkarıp",2
"815","çıkarken",2
"816","çıkmam",2
"817","çocuğun",2
"818","çocuk",2
"819","çocuklara",2
"820","çuhadar’ın",2
"821","cumhuriyet",2
"822","dakika",2
"823","davacı",2
"824","dayım",2
"825","dedirtti",2
"826","dehşet",2
"827","demirören",2
"828","deniz",2
"829","denktaş",2
"830","detaylar",2
"831","dha",2
"832","dikkatini",2
"833","dikkatsiz",2
"834","dile",2
"835","direnen",2
"836","diyen",2
"837","dışarı",2
"838","doğal",2
"839","doğrudan",2
"840","dolaylı",2
"841","dondurma",2
"842","dönerken",2
"843","dövdü",2
"844","düğün",2
"845","duman",2
"846","dur",2
"847","durabildi",2
"848","durabiliyor",2
"849","duran",2
"850","durduran",2
"851","durdurmak",2
"852","durdurmaya",2
"853","durum",2
"854","durumu",2
"855","edi̇ldi̇",2
"856","edip",2
"857","editörlerinin",2
"858","editöryel",2
"859","ediyorum",2
"860","ediyoruz",2
"861","eğitimi",2
"862","ekiplerince",2
"863","elindeki",2
"864","emniyete",2
"865","endişe",2
"866","erkeklere",2
"867","ermenek",2
"868","eşya",2
"869","etimesgut",2
"870","etsinler",2
"871","ettim",2
"872","ettirdi",2
"873","ettiririm",2
"874","eylül",2
"875","eyyubi",2
"876","eyyübiye",2
"877","fakültesi",2
"878","fazla",2
"879","fenalaşan",2
"880","fenalık",2
"881","fiziksel",2
"882","gazetecilere",2
"883","gaziantep",2
"884","gd",2
"885","gebertirim",2
"886","geçidinde",2
"887","geçirdi",2
"888","geçmeye",2
"889","geçti",2
"890","geçtiğimiz",2
"891","gelecek",2
"892","gelirken",2
"893","gence",2
"894","geriye",2
"895","giderek",2
"896","giren",2
"897","girmesiyle",2
"898","gitti",2
"899","gmk",2
"900","görmedim",2
"901","görmüyorum",2
"902","görülen",2
"903","görüntüleri",2
"904","gözden",2
"905","gözüktüğü",2
"906","gözyaşlarina",2
"907","gözyaşları",2
"908","gülsen",2
"909","güvenli",2
"910","güzergah",2
"911","habercileri",2
"912","habercilerin",2
"913","haberler",2
"914","hafiften",2
"915","hafta",2
"916","hakimliği",2
"917","halası",2
"918","halindeyken",2
"919","hareketi",2
"920","hataları",2
"921","havadan",2
"922","havalandırma",2
"923","hayatımda",2
"924","haziran",2
"925","hc",2
"926","helikopteri",2
"927","helikopterle",2
"928","helikopterli",2
"929","herkesi",2
"930","heyecanlanıp",2
"931","hikmet",2
"932","hpu",2
"933","hukuki",2
"934","i̇",2
"935","içki",2
"936","i̇çki̇",2
"937","idari",2
"938","ifadelerini",2
"939","ifadesinde",2
"940","ihbar",2
"941","ihbarı",2
"942","i̇hlas",2
"943","ihtarına",2
"944","ilçede",2
"945","imdadına",2
"946","indim",2
"947","inmemizle",2
"948","inmesini",2
"949","iple",2
"950","işıklar",2
"951","işıklarda",2
"952","işler",2
"953","i̇stanbul’da",2
"954","i̇stedi̇",2
"955","istemedi",2
"956","i̇stemedi̇",2
"957","isteyen",2
"958","isyan",2
"959","i̇znik",2
"960","kabul",2
"961","kaçacağı",2
"962","kaçarken",2
"963","kaçıyor",2
"964","kadınlar",2
"965","kahramanoğlu'nun",2
"966","kalan",2
"967","kaldırılan",2
"968","kalktım",2
"969","kamera",2
"970","kameralarınca",2
"971","kameralarını",2
"972","kamerası",2
"973","kamerasınca",2
"974","kamyon",2
"975","kamyonet",2
"976","kanallarından",2
"977","kaputun",2
"978","kaputuna",2
"979","kapuz",2
"980","karadaki",2
"981","karakola",2
"982","karışmasından",2
"983","katılmak",2
"984","kavgası",2
"985","kavgaya",2
"986","kavşağı’nda",2
"987","kavşakta",2
"988","kaybeden",2
"989","kaybedip",2
"990","kaybetmesi",2
"991","kaybettiği",2
"992","kaybettiğini",2
"993","kaydedilirken",2
"994","kayıtlarından",2
"995","kaynaklı",2
"996","kendisinin",2
"997","kent",2
"998","kestirdi",2
"999","kilometre",2
"1000","kimlik",2
"1001","kişinin",2
"1002","kişiye",2
"1003","kişiyi",2
"1004","kısıtlamasını",2
"1005","kızıyla",2
"1006","kocadağ'ın",2
"1007","kolonya",2
"1008","koltuğuna",2
"1009","komşuları",2
"1010","kontrolsüz",2
"1011","konuldu",2
"1012","konuşmaya",2
"1013","korku",2
"1014","koşup",2
"1015","kötü",2
"1016","küfür",2
"1017","kullanan",2
"1018","kullandığını",2
"1019","kullanıyorum",2
"1020","kuralları’nı",2
"1021","kuran",2
"1022","kurtardı",2
"1023","kurtuldu",2
"1024","kurumu",2
"1025","kutusu",2
"1026","kuyruklar",2
"1027","lafa",2
"1028","maddesine",2
"1029","mahallesi’nde",2
"1030","medyada",2
"1031","mehmet",2
"1032","melek",2
"1033","mezarlığı'nda",2
"1034","mezitli",2
"1035","milletvekili",2
"1036","mimar",2
"1037","misiniz",2
"1038","mobese",2
"1039","motosikletlinin",2
"1040","müdahalelerde",2
"1041","müdahalesi",2
"1042","müdahalesini",2
"1043","müdürü",2
"1044","muhatabı",2
"1045","muratpaşa",2
"1046","müşteri",2
"1047","mutlu",2
"1048","nargün",2
"1049","nişan",2
"1050","niteliğindedir",2
"1051","noktasında",2
"1052","noktasındaki",2
"1053","normal",2
"1054","normale",2
"1055","öğrenci",2
"1056","öğrenen",2
"1057","olamadı",2
"1058","olaydan",2
"1059","olayı",2
"1060","ölçüm",2
"1061","olduğuna",2
"1062","olduğundan",2
"1063","oldum",2
"1064","öldürmekten",2
"1065","olma",2
"1066","olmamızdan",2
"1067","olmasaydı",2
"1068","olmuş",2
"1069","ölümüne",2
"1070","olunca",2
"1071","önümü",2
"1072","önünde",2
"1073","orhangazi’ye",2
"1074","orta",2
"1075","ortasında",2
"1076","osmangazi",2
"1077","otomobilde",2
"1078","otomobilden",2
"1079","otomobiller",2
"1080","otoparkına",2
"1081","otoparktan",2
"1082","otopside",2
"1083","otoyolu",2
"1084","otoyolunda",2
"1085","oturum",2
"1086","otururken",2
"1087","oyuncak",2
"1088","öz’ün",2
"1089","özel",2
"1090","özer",2
"1091","panikle",2
"1092","patlattı",2
"1093","perşembe",2
"1094","poli̇s",2
"1095","polislere",2
"1096","rauf",2
"1097","raziye",2
"1098","ruhsatını",2
"1099","saatlerde",2
"1100","sahibi",2
"1101","sahibinin",2
"1102","sakinleştirdi",2
"1103","şakire",2
"1104","saldırıp",2
"1105","saldırmaya",2
"1106","salı",2
"1107","salonunun",2
"1108","sarı",2
"1109","şartlara",2
"1110","şartlarına",2
"1111","şaşkınlık",2
"1112","şekliyle",2
"1113","selahattin",2
"1114","sergül",2
"1115","servis",2
"1116","sinan",2
"1117","sincan",2
"1118","sitemize",2
"1119","siyahi",2
"1120","sıkışıyor",2
"1121","sıkıştığı",2
"1122","sınırlı",2
"1123","sırameşeler",2
"1124","şoför",2
"1125","sohbet",2
"1126","sokak",2
"1127","sokak'ta",2
"1128","sokakta",2
"1129","sokaktaki",2
"1130","şoke",2
"1131","sol",2
"1132","sonrasında",2
"1133","sorumluluğu",2
"1134","suça",2
"1135","suçundan",2
"1136","sultanhisar",2
"1137","şüpheliler",2
"1138","şüpheliyi",2
"1139","süreyle",2
"1140","sürmeye",2
"1141","sürücülere",2
"1142","sürücüleri",2
"1143","sürücüsüne",2
"1144","sürücüsünü",2
"1145","tahmin",2
"1146","takibe",2
"1147","takıldı",2
"1148","takıyorum",2
"1149","taksirle",2
"1150","talep",2
"1151","talihsiz",2
"1152","tehlike",2
"1153","tekmeledi",2
"1154","tekmelemeye",2
"1155","tekmeleyen",2
"1156","teknik",2
"1157","tekrar",2
"1158","tem",2
"1159","tepkilerini",2
"1160","tıklayın",2
"1161","topluluk",2
"1162","trafiğinde",2
"1163","türlü",2
"1164","tuttu",2
"1165","tuttum",2
"1166","tutulamaz",2
"1167","tutundu",2
"1168","üçyol",2
"1169","üflemeyi",2
"1170","ümit",2
"1171","üniversitesi",2
"1172","üreğil",2
"1173","üstleniyorsunuz",2
"1174","uygulandı",2
"1175","uyruklu",2
"1176","üzerime",2
"1177","üzüldük",2
"1178","verdiği",2
"1179","veremeyen",2
"1180","vermesi",2
"1181","vi̇deo",2
"1182","vurdum",2
"1183","vurmaya",2
"1184","vurmuş",2
"1185","vurunca",2
"1186","y",2
"1187","yabancı",2
"1188","yada",2
"1189","yadsan",2
"1190","yağmurun",2
"1191","yakalandı",2
"1192","yana",2
"1193","yandıktan",2
"1194","yanındayken",2
"1195","yansıyan",2
"1196","yaparken",2
"1197","yapıldı",2
"1198","yapılıp",2
"1199","yaralıydı",2
"1200","yaşadıklarını",2
"1201","yaşadım",2
"1202","yaşında",2
"1203","yaşlı",2
"1204","yastıkları",2
"1205","yavaşladım",2
"1206","yavaşlayınca",2
"1207","yayınlanmaktadır",2
"1208","yazarak",2
"1209","yeni",2
"1210","yerde",2
"1211","yerden",2
"1212","yerinin",2
"1213","yeterli",2
"1214","yetinmedi",2
"1215","yi",2
"1216","yıl",2
"1217","yılından",2
"1218","yokuş",2
"1219","yolcu",2
"1220","yolu",2
"1221","yoluma",2
"1222","yönünde",2
"1223","yorum",2
"1224","yorumlardan",2
"1225","yorumunuz",2
"1226","yorumunuzla",2
"1227","yü",2
"1228","yurduna",2
"1229","yüreğir",2
"1230","yürüdü",2
"1231","yürüyen",2
"1232","yürüyüş",2
"1233","yüzünü",2
"1234","z.n",2
"1235","zeliha",2
"1236","zonguldak’ta",2
"1237","zorlayıcı",2
"1238","01",1
"1239","02.00",1
"1240","02.30",1
"1241","05.30",1
"1242","06.30",1
"1243","0805",1
"1244","083",1
"1245","110",1
"1246","1202",1
"1247","134",1
"1248","14",1
"1249","14.00",1
"1250","14.45",1
"1251","15.00",1
"1252","15.30",1
"1253","18.00",1
"1254","1802",1
"1255","19.00",1
"1256","19.30",1
"1257","2010",1
"1258","2018",1
"1259","2019",1
"1260","2020",1
"1261","2021",1
"1262","21",1
"1263","22",1
"1264","228",1
"1265","29",1
"1266","2918",1
"1267","2a",1
"1268","31",1
"1269","3132",1
"1270","33",1
"1271","361",1
"1272","37",1
"1273","38",1
"1274","40",1
"1275","414",1
"1276","44",1
"1277","48",1
"1278","54",1
"1279","548",1
"1280","56",1
"1281","5928",1
"1282","60",1
"1283","61",1
"1284","63",1
"1285","7",1
"1286","7594",1
"1287","7619",1
"1288","7855",1
"1289","81",1
"1290","874",1
"1291","882",1
"1292","9",1
"1293","9,5",1
"1294","9127",1
"1295","aab",1
"1296","aan",1
"1297","aay",1
"1298","ablasi",1
"1299","açan",1
"1300","acemi",1
"1301","acı",1
"1302","açık",1
"1303","açıktı",1
"1304","açılınca",1
"1305","açın",1
"1306","açıyor",1
"1307","açmak",1
"1308","açmasıyla",1
"1309","açtım",1
"1310","adamı",1
"1311","adana'da",1
"1312","adıvar",1
"1313","adj",1
"1314","adli̇yeye",1
"1315","adlı",1
"1316","ağırlıyor",1
"1317","ağladı",1
"1318","agy",1
"1319","ailesini",1
"1320","ailesinin",1
"1321","akat'a",1
"1322","akat’a",1
"1323","akça'nnı",1
"1324","akı",1
"1325","akmazçeşme",1
"1326","akp",1
"1327","aks",1
"1328","akşamı",1
"1329","akşamki",1
"1330","aksaray’da",1
"1331","aksayan",1
"1332","aksoy’un",1
"1333","aktardı",1
"1334","aktaş’ın",1
"1335","alabildi",1
"1336","alamadi",1
"1337","alamaması",1
"1338","alanlar",1
"1339","alanları",1
"1340","aldığı",1
"1341","aldırış",1
"1342","algıya",1
"1343","ali",1
"1344","alınacağı",1
"1345","alınarak",1
"1346","alındıktan",1
"1347","alınıp",1
"1348","alınışı",1
"1349","alışverişe",1
"1350","alkollüyken",1
"1351","alkolmetreyi̇",1
"1352","almadı",1
"1353","almadığı",1
"1354","almadığından",1
"1355","almak",1
"1356","alması",1
"1357","almasını",1
"1358","almişti",1
"1359","altına",1
"1360","altında",1
"1361","altındaki",1
"1362","altunizade",1
"1363","amaçlarla",1
"1364","ambulans",1
"1365","ambulansa",1
"1366","amcamı",1
"1367","amirliği",1
"1368","amirliği'nce",1
"1369","anında",1
