"","word","n"
"369","karşısına",12
"370","kaybederek",12
"371","kazasında",12
"372","müdahalelere",12
"373","nebi",12
"374","öğrenilemeyen",12
"375","önüne",12
"376","raporda",12
"377","refüje",12
"378","şoförü",12
"379","sürücüsüne",12
"380","testinde",12
"381","tırın",12
"382","yaralanırken",12
"383","yaralıların",12
"384","yasemin",12
"385","yaşlı",12
"386","yavru",12
"387","yere",12
"388","yolunda",12
"389","z.a",12
"390","zaman",12
"391","110",11
"392","ara",11
"393","aracıyla",11
"394","arkadaşı",11
"395","can",11
"396","fırlayan",11
"397","geçiren",11
"398","geri",11
"399","giren",11
"400","halil",11
"401","ilişkin",11
"402","i̇tfaiye",11
"403","kafa",11
"404","kafaya",11
"405","kalan",11
"406","kaldı",11
"407","kaldırılan",11
"408","kavşağı'nda",11
"409","kilometre",11
"410","küçük",11
"411","osman",11
"412","öte",11
"413","sürücüleri",11
"414","tedavilerinin",11
"415","traktörün",11
"416","uzun",11
"417","yakalamak",11
"418","yi",11
"419","07",10
"420","22",10
"421","30",10
"422","39",10
"423","belirledi",10
"424","cep",10
"425","çocuk",10
"426","denetlendi",10
"427","fren",10
"428","gazipaşa",10
"429","gebze",10
"430","geldiği",10
"431","günü",10
"432","hale",10
"433","iddiaya",10
"434","ihbarıyla",10
"435","ihlal",10
"436","isimli",10
"437","kamyonet",10
"438","kara",10
"439","kesildi",10
"440","mahallesi’nde",10
"441","maktulün",10
"442","olayın",10
"443","sanığın",10
"444","savruldu",10
"445","şube",10
"446","şüpheli",10
"447","üzerinden",10
"448","yalçıner'in",10
"449","yaparak",10
"450","yara",10
"451","yardım",10
"452","yaşar",10
"453","yönüne",10
"454","10",9
"455","12",9
"456","19",9
"457","26",9
"458","55",9
"459","5934",9
"460","6",9
"461","ambulansa",9
"462","anı",9
"463","arama",9
"464","ayşe",9
"465","basın",9
"466","bulvarı",9
"467","çıkardı",9
"468","çıkarılan",9
"469","çıkıp",9
"470","cumhur",9
"471","cumhuriyet",9
"472","dakika",9
"473","doktorların",9
"474","durdu",9
"475","durumlarının",9
"476","düştü",9
"477","ereğli",9
"478","erkan",9
"479","erkek",9
"480","eskişehir",9
"481","fatma",9
"482","geçmek",9
"483","gül",9
"484","gulcalı",9
"485","haziran",9
"486","hüseyin",9
"487","içerisinde",9
"488","kaçtığı",9
"489","kaldırılırken",9
"490","kam",9
"491","kent",9
"492","köpeğe",9
"493","köprüsü",9
"494","kullanan",9
"495","kurtuldu",9
"496","memurunun",9
"497","merve",9
"498","motorlu",9
"499","nevşehir’de",9
"500","öğle",9
"501","otoparka",9
"502","park",9
"503","polisten",9
"504","rapor",9
"505","s",9
"506","savrularak",9
"507","şeritten",9
"508","seyreden",9
"509","şoför",9
"510","söke",9
"511","sosyal",9
"512","süren",9
"513","tir",9
"514","verildi",9
"515","yanında",9
"516","yanındaki",9
"517","yaralılardan",9
"518","yeni",9
"519","17",8
"520","43",8
"521","501",8
"522","81",8
"523","adamın",8
"524","alınarak",8
"525","almak",8
"526","amirliği",8
"527","aniden",8
"528","bakırköy",8
"529","başında",8
"530","baz",8
"531","bedeni",8
"532","bekçisi",8
"533","belirtti",8
"534","bereket",8
"535","bünyamin",8
"536","caddesi’nde",8
"537","cansız",8
"538","çarpışmanın",8
"539","çekildi",8
"540","çelik",8
"541","diyerek",8
"542","duran",8
"543","durdurdu",8
"544","durdurmaya",8
"545","emre",8
"546","erdem",8
"547","erenkul",8
"548","girdiği",8
"549","görünce",8
"550","görüntüleri",8
"551","götürülen",8
"552","gün",8
"553","halde",8
"554","ifadesi",8
"555","ihlali",8
"556","incelemesinin",8
"557","i̇negöl",8
"558","kaldırıldığı",8
"559","kanala",8
"560","kardeşi",8
"561","kenarına",8
"562","kimliği",8
"563","kırmızı",8
"564","kontrolde",8
"565","kurumu",8
"566","m.a",8
"567","mahallesinde",8
"568","merkez",8
"569","merkezi'ne",8
"570","mevkisinde",8
"571","mustafa",8
"572","öğrenilen",8
"573","olayda",8
"574","ön",8
"575","otopsi",8
"576","şahsı",8
"577","sanık",8
"578","sayıda",8
"579","şehir",8
"580","şerit",8
"581","şikayetçi",8
"582","sırasında",8
"583","sonucunda",8
"584","söyledi",8
"585","sulama",8
"586","takılan",8
"587","tehdit",8
"588","tehlikeye",8
"589","telefonu",8
"590","yaya",8
"591","ye",8
"592","yoldaki",8
"593","100",7
"594","18",7
"595","21",7
"596","24",7
"597","9",7
"598","a.k.ç",7
"599","açılan",7
"600","ahmet",7
"601","alarak",7
"602","alınmak",7
"603","almadan",7
"604","ambulanslarla",7
"605","arka",7
"606","bağlantı",7
"607","bebeği",7
"608","belediyesi",7
"609","belirten",7
"610","biber",7
"611","bilal",7
"612","binerek",7
"613","bulvarı'nda",7
"614","büro",7
"615","camdan",7
"616","daldı",7
"617","darp",7
"618","demir",7
"619","devrilen",7
"620","devriye",7
"621","düşen",7
"622","edildiği",7
"623","ek",7
"624","etmeye",7
"625","fatih",7
"626","filo",7
"627","görevlileri",7
"628","görüldü",7
"629","görüntülerde",7
"630","hâkimiyetini",7
"631","halatlara",7
"632","hasar",7
"633","hastanelere",7
"634","içi",7
"635","i̇ki",7
"636","i̇l",7
"637","ilerleyen",7
"638","i̇lk",7
"639","i̇smail",7
"640","isterken",7
"641","kavşakta",7
"642","kaybettiğini",7
"643","kazadan",7
"644","kemeri",7
"645","kenarında",7
"646","kilometrelik",7
"647","kısıtlamasını",7
"648","kız",7
"649","kontrol",7
"650","konuştu",7
"651","köpeğin",7
"652","kuşadası",7
"653","müdahalesine",7
"654","nevşehir'de",7
"655","ö",7
"656","o.i̇",7
"657","olayı",7
"658","osmangazi",7
"659","recep",7
"660","sabah",7
"661","sağ",7
"662","şahsın",7
"663","suçundan",7
"664","takip",7
"665","te",7
"666","tekrar",7
"667","temmuz",7
"668","toplam",7
"669","vermesi",7
"670","yakalanan",7
"671","yakınlarında",7
"672","yapılırken",7
"673","yoluna",7
"674","zeliha",7
"675","02.30",6
"676","03",6
"677","1134",6
"678","23",6
"679","41",6
"680","58",6
"681","8",6
"682","adamı",6
"683","adana'da",6
"684","adıyaman",6
"685","af",6
"686","akdeniz",6
"687","alkolmetreyi",6
"688","annesi",6
"689","antalya",6
"690","antalya'da",6
"691","aracından",6
"692","aracını",6
"693","arkasına",6
"694","aşırı",6
"695","asli",6
"696","atlattı",6
"697","bafra",6
"698","başaran",6
"699","başlayan",6
"700","bebeğin",6
"701","belirterek",6
"702","bereket'in",6
"703","bilgi",6
"704","birinin",6
"705","bolvadin",6
"706","boyunca",6
"707","bugün",6
"708","c",6
"709","çalıştığı",6
"710","çarpma",6
"711","çekilirken",6
"712","çıktığı",6
"713","demet",6
"714","denetleme",6
"715","deniz",6
"716","dereye",6
"717","dha",6
"718","doğrultusunda",6
"719","dr",6
"720","duruma",6
"721","edilmek",6
"722","ege",6
"723","eldi",6
"724","emine",6
"725","etmek",6
"726","etmekten",6
"727","feci",6
"728","gazi",6
"729","geçener",6
"730","geçerek",6
"731","geçirdi",6
"732","geçirildi",6
"733","geçti",6
"734","girerek",6
"735","gökhan",6
"736","görenler",6
"737","götürdü",6
"738","güvende",6
"739","güvenliğini",6
"740","h.k.s",6
"741","ihbar",6
"742","i̇ri",6
"743","ismi",6
"744","itiraz",6
"745","ışık",6
"746","kadına",6
"747","kaldırılmasının",6
"748","kamera",6
"749","kapalı",6
"750","karayolunun",6
"751","kediyi",6
"752","kemalpaşa",6
"753","kızı",6
"754","kontrollerde",6
"755","konulduğu",6
"756","konumunda",6
"757","köpek",6
"758","kullanılamaz",6
"759","kullanmak",6
"760","kumluca",6
"761","kurtarılamadı",6
"762","mahsuni",6
"763","mehmet",6
"764","memurlarının",6
"765","mikseri",6
"766","motosikletin",6
"767","müdahalesi",6
"768","murat",6
"769","naldöken",6
"770","nurhayat",6
"771","ödemiş",6
"772","ölümden",6
"773","olurken",6
"774","öne",6
"775","önünde",6
"776","otobüsü",6
"777","özilhan",6
"778","özkan",6
"779","perşembe",6
"780","polisleri",6
"781","sahibi",6
"782","satış",6
"783","savcının",6
"784","savrulan",6
"785","sayesinde",6
"786","serik",6
"787","seyhan",6
"788","sinan",6
"789","sıkıştı",6
"790","sıkıştırması",6
"791","sürücüsünü",6
"792","tali",6
"793","tarlaya",6
"794","tepki",6
"795","tırmandı",6
"796","türkan",6
"797","uymayıp",6
"798","uyruklu",6
"799","verilerek",6
"800","verilmesi",6
"801","yabancı",6
"802","yakınları",6
"803","yalova",6
"804","yapılmasının",6
"805","yaralının",6
"806","yardımcı",6
"807","yaşadığı",6
"808","yerindeki",6
"809","yeşil",6
"810","yılmaz",6
"811","yöne",6
"812","yörükoğlu",6
"813","yüklü",6
"814","yunus",6
"815","yuvarlandı",6
"816","zarar",6
"817","zeynep",6
"818","0816",5
"819","104",5
"820","11",5
"821","13",5
"822","2019",5
"823","27",5
"824","31",5
"825","32",5
"826","67",5
"827","67,5",5
"828","680",5
"829","7",5
"830","abd",5
"831","abi",5
"832","açıldı",5
"833","adana",5
"834","adlı",5
"835","afs",5
"836","akif",5
"837","akollü",5
"838","akyazı",5
"839","al",5
"840","ambulansta",5
"841","anında",5
"842","antalya'nın",5
"843","araba",5
"844","araçla",5
"845","araçlara",5
"846","araçları",5
"847","arayıp",5
"848","arkasındaki",5
"849","asayiş",5
"850","asılı",5
"851","atatürk",5
"852","atılan",5
"853","avcılar",5
"854","avukatı",5
"855","ay",5
"856","aydın",5
"857","baş",5
"858","başakşehir'de",5
"859","belirlenemeyen",5
"860","bilgisini",5
"861","bölgede",5
"862","boş",5
"863","bulunduğunu",5
"864","cadde",5
"865","çakar",5
"866","çalışması",5
"867","cesedi",5
"868","cide",5
"869","çileli",5
"870","cipin",5
"871","çukurdan",5
"872","denetim",5
"873","dere",5
"874","dikkat",5
"875","dilek",5
"876","dışarı",5
"877","durdum",5
"878","durumun",5
"879","düzeyde",5
"880","ehliyetinin",5
"881","ekspres",5
"882","ele",5
"883","emin",5
"884","evine",5
"885","fazla",5
"886","formula",5
"887","geçirdiği",5
"888","geçişindeki",5
"889","geçmeye",5
"890","gelebilecek",5
"891","gerekçesiyle",5
"892","görevli",5
"893","güney",5
"894","güzergahta",5
"895","h.h.b",5
"896","hafriyat",5
"897","hastane",5
"898","hastanesinde",5
"899","hatun",5
"900","haz",5
"901","hız",5
"902","hızlı",5
"903","hp",5
"904","i̇",5
"905","içeriye",5
"906","i̇ha",5
"907","ihtarında",5
"908","i̇htisas",5
"909","ilginç",5
"910","i̇nönü",5
"911","işlemleri",5
"912","i̇smet",5
"913","i̇zmit",5
"914","kaldırıma",5
"915","kamerasıyla",5
"916","kameraya",5
"917","kanunu",5
"918","kapsamında",5
"919","karayolları",5
"920","karayolunda",5
"921","karışan",5
"922","karşıya",5
"923","kazası",5
"924","kemal",5
"925","kesti",5
"926","kilometresinde",5
"927","kısıtlama",5
"928","kıza",5
"929","kocaeli",5
"930","kocaeli’nin",5
"931","konak",5
"932","kontroller",5
"933","konumundaki",5
"934","konusunda",5
"935","korna",5
"936","köyü",5
"937","kurtarıldı",5
"938","kuru",5
"939","levye",5
"940","m.e",5
"941","maddi",5
"942","medya",5
"943","memurlar",5
"944","memurlarına",5
"945","mercedes",5
"946","metrelik",5
"947","motosikletiyle",5
"948","mücadele",5
"949","müdahalesini",5
"950","müdürlüğü'ne",5
"951","nöbeti",5
"952","normale",5
"953","olumsuz",5
"954","oluştu",5
"955","önlemi",5
"956","otobüsün",5
"957","özel",5
"958","poli̇s",5
"959","rapora",5
"960","refüjdeki",5
"961","renault",5
"962","rn",5
"963","ruhsatsız",5
"964","sahip",5
"965","saldırdı",5
"966","sapanca",5
"967","sayılı",5
"968","sebep",5
"969","şehitler",5
"970","sertsoy",5
"971","ses",5
"972","şirket",5
"973","sultan",5
"974","sürdü",5
"975","sürücüler",5
"976","sürüklenen",5
"977","tedavisi",5
"978","tem",5
"979","uçan",5
"980","ulaşan",5
"981","ünal",5
"982","üsküdar",5
"983","verilen",5
"984","verme",5
"985","video",5
"986","vinç",5
"987","yarışmaya",5
"988","yasağını",5
"989","yaşandı",5
"990","yaşanmaya",5
"991","yaşayan",5
"992","yatırım",5
"993","yerde",5
"994","yeterince",5
"995","yitirmesi",5
"996","yıl",5
"997","yoğun",5
"998","yolcular",5
"999","yolunun",5
"1000","yükseklikten",5
"1001","yürüyüş",5
"1002","zonguldak’ın",5
"1003","02",4
"1004","05",4
"1005","108",4
"1006","160",4
"1007","180",4
"1008","19.00",4
"1009","23.30",4
"1010","256",4
"1011","2918",4
"1012","37",4
"1013","400",4
"1014","42",4
"1015","47",4
"1016","48",4
"1017","56",4
"1018","61",4
"1019","65",4
"1020","687",4
"1021","79",4
"1022","açıklamada",4
"1023","açıkyol",4
"1024","adam",4
"1025","adb",4
"1026","ağaca",4
"1027","ağladı",4
"1028","alanda",4
"1029","alanya",4
"1030","alanya’nın",4
"1031","alpu",4
"1032","anları",4
"1033","anlatan",4
"1034","antalya’da",4
"1035","aracılığıyla",4
"1036","araçlar",4
"1037","aramada",4
"1038","arasında",4
"1039","ardına",4
"1040","arkasından",4
"1041","arslan",4
"1042","ataköy’de",4
"1043","atlatmayı",4
"1044","aydın'ın",4
"1045","aydın’ın",4
"1046","aylık",4
"1047","ayrıldı",4
"1048","ayrımında",4
"1049","b.k",4
"1050","badıllı'nın",4
"1051","bekçi",4
"1052","bekçilerinin",4
"1053","belgesi",4
"1054","belirtilen",4
"1055","bereket'e",4
"1056","burhan",4
"1057","bursa'da",4
"1058","ç",4
"1059","cafer",4
"1060","çağrısıyla",4
"1061","çalışırken",4
"1062","çalışmalara",4
"1063","camından",4
"1064","camını",4
"1065","candan",4
"1066","çarpmamak",4
"1067","çiğdem",4
"1068","çıkarılarak",4
"1069","çıkarıldığı",4
"1070","çıkartıldı",4
"1071","çıktığını",4
"1072","çobançeşme",4
"1073","çocuğu",4
"1074","cuma",4
"1075","denetlenen",4
"1076","dikkate",4
"1077","dilmeç",4
"1078","durduruldu",4
"1079","düşünce",4
"1080","e.e",4
"1081","e.ş",4
"1082","ederken",4
"1083","edilerek",4
"1084","ekiplerce",4
"1085","ekiplerin",4
"1086","ekiplerini",4
"1087","elektrik",4
"1088","elinden",4
"1089","engelli",4
"1090","epilepsi",4
"1091","ermenek",4
"1092","ertuğrul",4
"1093","esasa",4
"1094","esen'in",4
"1095","eşinin",4
"1096","evli",4
"1097","eyüpsultan",4
"1098","faik",4
"1099","faruk",4
"1100","fehime",4
"1101","g.t",4
"1102","gazını",4
"1103","gelip",4
"1104","gerçekten",4
"1105","giriş",4
"1106","gitmekte",4
"1107","gönderildi",4
"1108","görevlilerince",4
"1109","görüntü",4
"1110","gözyaşlarına",4
"1111","grubu",4
"1112","güngör",4
"1113","gününde",4
"1114","güven",4
"1115","güzergah",4
"1116","haberler",4
"1117","halk",4
"1118","harekete",4
"1119","hava",4
"1120","hırsızlık",4
"1121","hükümlerince",4
"1122","hurdaya",4
"1123","i",4
"1124","idarelerine",4
"1125","idaresine",4
"1126","idari",4
"1127","ifade",4
"1128","ihlalden",4
"1129","ihtiyaç",4
"1130","ilçe",4
"1131","i̇lçesi",4
"1132","ilçeye",4
"1133","incelemede",4
"1134","inerek",4
"1135","i̇ri'nin",4
"1136","işlemlerinin",4
"1137","izin",4
"1138","izini",4
"1139","i̇zmir’in",4
"1140","ısrarla",4
"1141","jason",4
"1142","jn",4
"1143","k.ş",4
"1144","kabul",4
"1145","kaçmak",4
"1146","kadınlar",4
"1147","kalmaktan",4
"1148","kamerası",4
"1149","kamyon",4
"1150","karakola",4
"1151","karakoluna",4
"1152","karayeğen",4
"1153","kavşaktan",4
"1154","kdz",4
"1155","kimlik",4
"1156","kırıklar",4
"1157","kısmına",4
"1158","koca",4
"1159","kocagöz",4
"1160","koçyiğit",4
"1161","kontrolsüz",4
"1162","kontrolü",4
"1163","kontrolünden",4
"1164","korku",4
"1165","korkuluklara",4
"1166","kovalamacada",4
"1167","kural",4
"1168","mahkemece",4
"1169","makas",4
"1170","maktul",4
"1171","mantar",4
"1172","merkeze",4
"1173","merkezi'ni",4
"1174","merkezi’ne",4
"1175","metrelerce",4
"1176","moto3",4
"1177","motor",4
"1178","motosiklete",4
"1179","muayenesinin",4
"1180","müdürlüğü’ne",4
"1181","ncı",4
"1182","nın",4
"1183","noktasından",4
"1184","nursel",4
"1185","ö.d",4
"1186","ocak",4
"1187","öfkeli",4
"1188","olabilir",4
"1189","olaydan",4
"1190","ölümüne",4
"1191","öndeki",4
"1192","önemli",4
"1193","ortasında",4
"1194","ortaya",4
"1195","örtülü",4
"1196","otomobildeki",4
"1197","oturan",4
"1198","özdemir",4
"1199","parmaksız",4
"1200","pazar",4
"1201","pınar",4
"1202","plakasına",4
"1203","polise",4
"1204","polisler",4
"1205","polislerin",4
"1206","polo",4
"1207","psikolojik",4
"1208","reşadiye",4
"1209","samsun",4
"1210","samsun'da",4
"1211","savcı",4
"1212","savunma",4
"1213","şekerci",4
"1214","şentürk",4
"1215","şeridinde",4
"1216","seyrederken",4
"1217","siren",4
"1218","sıkıştığı",4
"1219","sokak",4
"1220","sokak'ta",4
"1221","şokunu",4
"1222","sol",4
"1223","spor",4
"1224","sularında",4
"1225","sümbül",4
"1226","şüphe",4
"1227","sürekli",4
"1228","sürücülerden",4
"1229","sürücülere",4
"1230","tabakhane",4
"1231","tabanca",4
"1232","talep",4
"1233","tartışmaya",4
"1234","tasarım",4
"1235","taşıma",4
"1236","taşlarına",4
"1237","tehlikeli",4
"1238","telsizden",4
"1239","tertibatı",4
"1240","tescil",4
"1241","tespiti",4
"1242","test",4
"1243","testte",4
"1244","toplu",4
"1245","trafiği",4
"1246","traktöre",4
"1247","tutanak",4
"1248","tutuklandı",4
"1249","tutuldu",4
"1250","ümit",4
"1251","uymadı",4
"1252","uyuşturucu",4
"1253","üzerindeki",4
"1254","vardır",4
"1255","vatandaşın",4
"1256","volkswgen",4
"1257","vurdu",4
"1258","y.b",4
"1259","yakın",4
"1260","yakınlarının",4
"1261","yalçıner",4
"1262","yalçıner'e",4
"1263","yalçıner’in",4
"1264","yanına",4
"1265","yansıyan",4
"1266","yapıldı",4
"1267","yapılmak",4
"1268","yayaya",4
"1269","yitirdiğini",4
"1270","yitiren",4
"1271","yönde",4
"1272","yönelik",4
"1273","yönünden",4
"1274","z",4
"1275","zilfo",4
"1276","zor",4
"1277","zorunda",4
"1278","zulyar",4
"1279","01",3
"1280","1339",3
"1281","150",3
"1282","20.00",3
"1283","216",3
"1284","22.30",3
"1285","40",3
"1286","44",3
"1287","46",3
"1288","52",3
"1289","520",3
"1290","70",3
"1291","aan",3
"1292","açık",3
"1293","açıkel",3
"1294","açıklandı",3
"1295","açtığına",3
"1296","adnan",3
"1297","akışı",3
"1298","alaplı",3
"1299","alev",3
"1300","alibaba",3
"1301","alınırken",3
"1302","alıyor",3
"1303","alparslan",3
"1304","altından",3
"1305","amaçlı",3
"1306","ambulansın",3
"1307","anlaşıldı",3
"1308","antalya’nın",3
"1309","arabasına",3
"1310","araçtaki",3
"1311","aral",3
"1312","arazide",3
"1313","arkadaki",3
"1314","arkasında",3
"1315","arzu",3
"1316","aşağı",3
"1317","asliye",3
"1318","atakan",3
"1319","ataköy'de",3
"1320","ataköy'den",3
"1321","atlatan",3
"1322","attığı",3
"1323","ayrıcalık",3
"1324","b.d",3
"1325","b.v",3
"1326","babası",3
"1327","badıllı’nın",3
"1328","başarılı",3
"1329","başına",3
"1330","başkanı",3
"1331","battaniye",3
"1332","bayraktar",3
"1333","bayram",3
"1334","baz'a",3
"1335","bebek",3
"1336","belirli",3
"1337","belirsiz",3
"1338","beyaz",3
"1339","bezle",3
"1340","bildirerek",3
"1341","bildirilmesi",3
"1342","bilinmeyen",3
"1343","bilirkişi",3
"1344","bilişim",3
"1345","birbirine",3
"1346","birine",3
"1347","bisikletin",3
"1348","bisikletlere",3
"1349","bölgeden",3
"1350","bursa",3
"1351","bursa’da",3
"1352","büyükşehir",3
"1353","çağrılan",3
"1354","çalan",3
"1355","çaldığı",3
"1356","çalışmaları",3
"1357","çalışmasını",3
"1358","çameli",3
"1359","camı",3
"1360","çarşamba",3
"1361","cbz",3
"1362","çekti",3
"1363","çembere",3
"1364","çemberine",3
"1365","çevredekiler",3
"1366","cezaevinden",3
"1367","cezaevine",3
"1368","çıkması",3
"1369","çöp",3
"1370","çorum",3
"1371","cui",3
"1372","d.ç'nin",3
"1373","dakikalık",3
"1374","dava",3
"1375","davanın",3
